File,Pattern,the,of,and,to,it,you,that,he,was,for,on,are,with,as,his,they,be
text15291.txt,8.394578,2.423405,0.522648,0.476831,0.268903,0.23866,0.283919,0.25668,0.220291,0.250044,0.262407,0.255562,0.241175,0.255214,0.248578,0.264153,0.247391
text15213.txt,0.641316,0.59019,0.606883,0.727994,0.68958,0.54982,0.608281,0.642156,0.549332,0.560647,0.589982,0.596757,0.544653,0.58202,0.584044,0.601994,0.554436
text9989.txt,0.344855,0.362594,0.340038,0.329492,0.320972,0.290243,0.337244,0.343949,0.28787,0.309938,0.334941,0.322999,0.288429,0.319018,0.333544,0.340808,0.296251
text11467.txt,1.238573,1.184946,1.320373,1.192158,1.20327,1.03119,1.216762,1.12807,1.066057,1.049787,1.212453,1.276083,1.055037,1.233347,1.108961,1.236287,1.088433
text14970.txt,1.631884,1.515529,1.478865,1.526851,1.549692,1.306918,1.551094,1.42384,1.277798,1.326969,1.494666,1.495435,1.28751,1.496974,1.381941,1.57569,1.326136
text13386.txt,0.12111,0.119783,0.123555,0.120692,0.120901,0.104487,0.133822,0.111612,0.108398,0.108678,0.118526,0.117827,0.106233,0.119225,0.113428,0.115802,0.110843
text10094.txt,1.276477,1.123239,1.170663,1.158864,1.072752,1.005846,1.217117,1.193723,1.000334,0.983992,1.159366,1.122351,1.011095,1.14177,1.090368,1.221741,0.974294
text22647.txt,0.065442,0.068305,0.065372,0.066769,0.071169,0.05727,0.064394,0.067747,0.055315,0.055385,0.069563,0.066699,0.059157,0.066769,0.059854,0.067328,0.059576
text11300.txt,1.444611,1.386295,1.816875,1.404109,1.475701,1.213443,1.396991,1.24299,1.198642,1.234821,1.437716,1.448194,1.199694,1.437232,1.23357,1.388413,1.246773
text12274.txt,0.633549,0.687748,0.746276,0.668401,0.660998,0.583961,0.652687,0.57984,0.553649,0.586406,0.696758,0.739572,0.551205,0.792723,0.586685,0.628591,0.596812
text15066.txt,0.435823,0.400273,0.453075,0.389657,0.391682,0.340976,0.385467,0.368774,0.34391,0.342094,0.430865,0.443297,0.337204,0.438407,0.370171,0.37017,0.376038
sargon.txt,24.563416,1.849111,1.841011,1.84695,1.828652,1.538033,1.941662,1.838363,1.548651,1.592165,1.826283,1.758604,1.535287,1.858937,1.73585,1.949162,1.55544
text12437.txt,1.627881,1.527247,1.604145,1.602893,1.655626,1.388981,1.603814,1.407355,1.364895,1.419932,1.582594,1.594121,1.466664,1.579809,1.421062,1.585401,1.404583
text9879.txt,2.970224,2.718175,2.912342,2.773572,2.654985,2.56643,2.797262,2.890994,2.467051,2.534311,2.733854,2.753551,2.45513,2.792335,2.668875,2.824076,2.439055
text9887.txt,1.159574,1.074018,1.050832,1.066546,1.03868,0.919741,1.087221,1.064104,0.926167,0.907519,1.040358,1.036518,0.917229,1.030372,0.977224,1.100005,0.901794
text14212.txt,0.115797,0.133468,0.120896,0.118102,0.120197,0.108744,0.12348,0.112026,0.096941,0.107417,0.117474,0.118522,0.099105,0.118731,0.109791,0.117893,0.098686
text9975.txt,0.772379,0.697438,0.728938,0.716436,0.694994,0.606365,0.726353,0.719858,0.634303,0.630461,0.695764,0.724538,0.618169,0.699744,0.66629,0.734386,0.64422
text13378.txt,0.391323,0.38839,0.403127,0.38867,0.41053,0.359267,0.398797,0.395514,0.359126,0.356613,0.398098,0.404244,0.353051,0.390485,0.364574,0.399006,0.35731
text10084.txt,1.203166,0.978764,1.019761,1.008656,0.951037,0.864643,1.043927,1.068511,0.933926,0.903685,0.968149,1.013965,0.885387,1.009705,0.980792,1.055523,0.878124
text25114.txt,0.323718,0.346626,0.35822,0.335312,0.316106,0.282581,0.315058,0.301438,0.27846,0.28768,0.340201,0.355426,0.280905,0.355496,0.294943,0.313241,0.292428
text10069.txt,0.215253,0.201773,0.201285,0.196047,0.195628,0.167132,0.20345,0.188923,0.165037,0.171741,0.192974,0.186129,0.167342,0.187177,0.178865,0.208199,0.168249
text12008.txt,0.394888,0.367998,0.389369,0.373096,0.373026,0.338943,0.369185,0.358151,0.341667,0.34488,0.390767,0.373585,0.337267,0.379033,0.348232,0.393211,0.343414
text13507.txt,0.795571,0.826022,0.882315,0.788377,0.785444,0.723425,0.7654,0.742771,0.714485,0.721679,0.862551,0.88958,0.713927,0.892792,0.731317,0.768823,0.760302
text25593.txt,0.435326,0.506146,0.505308,0.444965,0.445314,0.422964,0.44657,0.425828,0.41612,0.405923,0.494622,0.519905,0.398171,0.512363,0.430159,0.427784,0.409485
text12275.txt,0.760652,0.806119,0.861853,0.740607,0.760931,0.705686,0.749686,0.685292,0.652047,0.705337,0.829097,0.915004,0.661197,0.896635,0.710714,0.743261,0.72154
